x0,x1,cluster
3.32711, 14.148,2
10.2787, 11.6929,3
2.02628, 12.3014,2
3.91244, 14.6236,2
11.9015, 8.07332,1
3.49133, 12.1624,2
10.8232, -0.845377,0
0.580979, 11.7726,2
11.2938, 8.87159,1
0.752788, 10.7071,2
5.18954, 9.69693,2
5.17549, 15.3782,2
12.721, 13.2047,3
3.21099, 14.2253,2
13.8843, 2.59692,0
0.194816, 13.3171,2
10.083, 9.70916,1
2.86369, 14.0435,2
10.5442, 0.869897,0
3.10093, 12.6087,2
7.48671, 9.60692,1
11.2427, 11.4375,3
10.9929, 0.485607,0
3.48983, 13.2489,2
2.45408, 13.479,2
9.43606, 13.0734,3
11.2091, 8.23905,1
9.17774, 0.557896,0
2.66805, 14.0282,2
8.08725, 9.60396,1
8.53442, 6.21055,1
12.9465, 13.9919,3
11.1439, 0.50494,0
10.4976, 6.58065,1
4.42006, 14.4444,2
9.44506, 0.784409,0
12.0303, 9.14861,1
1.98531, 13.2119,2
17.4731, 12.2814,3
2.56768, 9.9068,2
10.6906, 7.19049,1
1.50011, 11.6871,2
12.7765, 8.25212,1
1.92546, 9.70629,2
12.5049, 1.57886,0
3.97442, 14.089,2
3.40949, 14.2245,2
2.60465, 12.6325,2
11.3678, 12.1694,3
4.00797, 13.6494,2
9.72266, 6.67961,1
10.5488, 8.23251,1
4.6795, 14.8155,2
11.2651, -1.02553,0
3.47013, 10.351,2
10.405, 16.629,3
10.6363, 13.118,3
3.30582, 13.9592,2
9.22525, 5.47254,1
13.0263, 11.845,3
12.3909, 5.00255,1
11.1116, 1.23348,0
11.5569, 6.1621,1
11.1671, 1.99971,0
8.19688, 4.43519,1
11.3197, 9.04127,1
1.86618, 9.4354,2
3.8219, 13.4773,2
2.80282, 14.5246,2
11.5677, 7.83415,1
3.01565, 14.2277,2
11.6304, 1.29994,0
9.0255, 12.7902,3
5.24926, 15.2415,2
10.6673, 11.4006,3
11.2616, 3.22892,0
10.9983, 7.07009,1
1.174, 11.9493,2
12.7266, 7.28828,1
12.5045, 0.778169,0
-0.863625, 11.7822,2
8.91944, 13.6811,3
10.9342, 14.4155,3
0.72546, 9.45667,2
2.94186, 11.3592,2
11.7597, 11.8417,3
11.1553, 0.818433,0
11.2757, 8.22325,1
11.6285, -1.43934,0
2.82196, 13.1209,2
10.9899, 0.195209,0
14.133, 17.3781,3
10.9358, 14.7221,3
11.4498, 7.02227,1
1.52422, 11.3369,2
11.5906, 0.357153,0
12.0849, 9.69599,1
11.3827, 9.0568,1
13.3015, 10.9091,3
3.76279, 14.711,2
12.6858, 1.28949,0
0.467764, 11.0682,2
11.1486, 5.03655,1
10.1747, 11.3609,3
8.44761, 11.595,3
2.45472, 14.0256,2
10.3254, 5.18574,1
2.49833, 12.4518,2
11.2421, 6.68962,1
9.98123, 6.58497,1
11.6849, 10.549,3
8.92006, -0.416428,0
11.9237, 13.2773,3
3.34524, 12.2758,2
10.5263, 10.0599,1
12.7762, 15.6862,3
9.96275, 8.88418,1
12.5967, 1.6091,0
-0.530098, 12.3431,2
11.9667, 0.981632,0
10.6923, 7.93485,1
9.93959, -1.22419,0
8.87679, 10.0084,1
13.0714, 1.52844,0
8.44325, -1.1108,0
11.1177, 9.37302,1
9.89364, 6.99012,1
0.896527, 11.7835,2
10.6512, 8.96556,1
3.77334, 13.2469,2
11.5655, 12.1934,3
3.50863, 13.2264,2
1.22491, 13.3418,2
9.04497, 7.89025,1
11.8119, 9.08221,1
3.71824, 14.1073,2
4.29393, 14.7653,2
11.0359, 16.012,3
1.80461, 13.4142,2
11.7818, 7.21696,1
11.8084, 3.13629,0
5.67167, 15.1805,2
1.49746, 13.2308,2
4.05231, 14.5485,2
9.4724, 7.49455,1
1.5036, 12.3315,2
10.3933, 12.3739,3
4.74522, 14.0445,2
11.2421, 9.72509,1
12.2682, 7.63525,1
9.09437, 6.65633,1
13.3681, 11.0063,3
4.74963, 14.0586,2
2.25896, 11.3877,2
11.9892, 1.97298,0
4.06707, 12.7728,2
10.3592, 7.46945,1
10.4415, 14.1313,3
11.4529, 9.73711,1
11.0254, 12.7907,3
2.6937, 12.474,2
-0.828698, 7.8729,2
13.9703, 15.0791,3
3.16181, 11.0163,2
5.22722, 14.6686,2
11.8732, 6.98552,1
12.844, 15.2323,3
12.5731, 12.6075,3
11.755, 0.649996,0
2.34589, 10.7869,2
10.7031, 2.33539,0
12.4677, 9.5165,1
15.5949, 11.7526,3
9.03685, 7.19745,1
10.5701, 8.90643,1
-0.478295, 10.8284,2
1.47195, 9.8333,2
11.3988, 9.31205,1
8.49011, -2.49474,0
4.58872, 13.4628,2
1.2835, 10.7894,2
12.8808, 19.7188,3
0.770649, 11.7257,2
10.3432, 0.652606,0
10.5225, 8.62015,1
10.0739, 0.92334,0
3.2846, 12.9937,2
13.7885, 15.5279,3
8.10435, 7.58737,1
1.52047, 12.219,2
11.1563, 1.11402,0
9.14893, -2.4769,0
12.1633, 11.5549,3
11.1621, 11.5123,3
14.7779, 12.0756,3
3.97506, 13.8274,2
13.6484, 12.1858,3
2.57597, 12.5834,2
10.1361, 0.794679,0
2.974, 14.187,2
11.839, 15.9576,3
9.06665, 7.06045,1
9.43244, 3.90492,0
12.1952, 6.12715,1
11.0313, 6.77695,1
11.4347, 12.5178,3
6.72396, 8.72614,1
2.90376, 13.9828,2
12.4343, 11.9918,3
10.134, 5.98188,1
9.7496, 8.32079,1
8.35507, -1.01705,0
9.34527, 8.05415,1
1.3048, 12.323,2
12.0699, 3.41871,0
12.7941, 16.7775,3
11.8833, 0.646326,0
11.9523, 12.1214,3
15.7933, 17.1827,3
9.15132, -0.509183,0
4.30112, 13.953,2
10.1108, 1.59935,0
2.7143, 12.0772,2
10.1689, 11.8823,3
10.6536, 1.73462,0
2.58695, 9.94111,2
9.11296, 6.08202,1
0.145516, 9.89888,2
12.1186, 11.9725,3
12.1252, 0.175426,0
9.75843, 11.3478,3
2.64761, 13.9555,2
10.8766, 8.22191,1
10.6097, 7.89458,1
9.76478, -2.21328,0
2.96841, 13.4023,2
2.99005, 13.8763,2
10.6616, 8.02983,1
3.77453, 13.0958,2
10.3273, 13.9877,3
11.9243, 8.17156,1
11.0065, 0.204536,0
10.5468, 1.26319,0
3.98108, 11.7429,2
3.32154, 12.8593,2
0.750616, 10.4691,2
11.9431, 1.85715,0
11.2493, 12.8977,3
10.8191, 0.802343,0
2.68888, 11.9162,2
10.4854, -0.0749929,0
9.14941, 6.84933,1
1.39417, 11.5019,2
10.5546, 5.42366,1
5.87435, 13.1082,2
2.3495, 12.4424,2
10.7555, -0.852282,0
13.0489, 1.42765,0
12.012, -1.60648,0
8.84983, 11.3608,3
3.13403, 13.4848,2
2.83799, 14.2463,2
11.7367, 15.8662,3
10.6603, 8.82016,1
9.35437, 8.38634,1
10.4194, 12.8374,3
10.9788, 0.342944,0
9.59414, 9.27118,1
2.75183, 14.4069,2
4.68273, 13.1574,2
11.3339, 8.02547,1
12.6307, 13.0009,3
3.11737, 12.5452,2
10.0518, 6.89221,1
9.78928, 8.89409,1
11.8, 8.5242,1
3.42546, 10.8346,2
12.2477, 3.43823,0
11.6273, 0.247893,0
7.89748, 12.5931,3
10.353, -0.310279,0
10.7114, 8.24755,1
12.3253, 1.1764,0
3.57564, 11.1095,2
3.32186, 13.7805,2
9.87383, 0.0159006,0
1.14488, 12.7945,2
1.64598, 12.9108,2
11.0022, 10.7089,3
8.84996, 5.55738,1
-0.846793, 10.8576,2
10.6415, 11.4177,3
4.28487, 14.0855,2
11.2966, 8.25208,1
2.57216, 14.2053,2
2.47344, 13.2472,2
3.24067, 13.2128,2
9.79347, 8.55962,1
0.744922, 13.2428,2
9.02162, -1.37787,0
3.79494, 13.3842,2
1.6509, 13.6213,2
16.0251, 13.0618,3
9.01656, -1.82051,0
9.53268, 0.904704,0
0.92829, 11.2883,2
9.87313, 7.31551,1
8.8784, -0.648982,0
7.77285, 13.7125,3
11.8261, 11.0741,3
1.36316, 12.4911,2
3.68736, 13.5083,2
4.43701, 14.4364,2
9.89223, 9.67908,1
2.26145, 11.4043,2
7.57835, 6.27853,1
1.29059, 11.533,2
3.19079, 11.8045,2
12.558, 2.444,0
1.40651, 13.5164,2
8.46742, 10.8267,1
9.78536, 6.59221,1
3.34223, 13.3561,2
3.01944, 14.1263,2
10.5479, 7.21017,1
13.2506, 15.2784,3
1.92493, 12.4126,2
11.4449, 7.99194,1
8.12691, 11.8263,3
11.9477, 1.20775,0
3.33587, 11.7388,2
11.9874, 8.27125,1
1.94699, 8.93812,2
10.7808, 0.985478,0
9.87123, 5.87481,1
10.2763, 5.29245,1
10.4356, -2.54138,0
-0.276117, 11.2692,2
0.787261, 9.92478,2
12.7368, 11.211,3
8.87441, 2.797,0
1.65398, 10.272,2
1.86264, 11.424,2
3.32576, 14.3755,2
4.87559, 14.0935,2
12.6831, 15.2624,3
3.14888, 13.6652,2
7.84791, 6.13421,1
3.10573, 13.2851,2
2.67005, 9.41206,2
12.6009, 10.0167,3
11.8462, 13.1589,3
1.11029, 7.29676,2
13.1633, 1.72089,0
9.59232, 0.587287,0
8.98583, 5.13936,1
3.5202, 14.9048,2
13.078, 13.8483,3
11.137, 11.3181,3
11.3934, 0.110091,0
10.1164, 5.93193,1
3.15531, 13.9787,2
1.22862, 10.5648,2
10.7474, 0.149291,0
9.08409, 9.35649,1
4.1777, 11.3957,2
12.175, -0.923148,0
10.2772, 6.88473,1
13.2424, 3.20271,0
9.32619, 5.62641,1
4.07872, 14.9328,2
12.2526, 10.6952,3
8.96152, 1.93704,0
11.8887, 11.1168,3
12.1586, 7.4409,1
11.376, 3.27364,0
3.92817, 12.9276,2
4.98345, 11.27,2
11.8904, 12.8683,3
3.42258, 14.8964,2
4.12465, 14.6347,2
12.011, 0.548792,0
9.04159, 6.51901,1
3.19357, 13.9174,2
2.91193, 12.7535,2
0.808375, 10.8153,2
8.62597, 6.02388,1
14.77, 11.9665,3
12.0492, -0.681828,0
3.5779, 14.3595,2
4.21911, 14.2103,2
11.2196, 6.51723,1
1.82202, 12.1824,2
4.88026, 10.7377,2
9.92349, 1.06754,0
13.8901, 14.4473,3
2.17644, 10.2857,2
11.3805, 1.92014,0
1.77014, 11.7985,2
11.5632, 0.0433945,0
8.45962, -1.26166,0
12.3841, 15.7762,3
2.11679, 10.7582,2
9.05787, 0.391623,0
10.7416, 14.4238,3
12.5436, 12.9663,3
9.17563, 1.16084,0
12.7537, 15.8553,3
3.24682, 13.5598,2
13.6363, 13.5105,3
10.149, 11.9924,3
3.5741, 13.6491,2
13.272, 15.1669,3
3.54083, 13.7146,2
2.41086, 9.08542,2
9.04398, 14.0932,3
1.57204, 11.2691,2
1.83225, 10.3716,2
2.70335, 9.8883,2
12.1411, 10.694,3
1.7765, 13.5398,2
4.20505, 12.9668,2
4.38762, 14.89,2
10.9104, 6.85278,1
13.0691, 13.0594,3
10.0022, 6.47048,1
4.65145, 14.5201,2
3.51259, 13.2176,2
8.75011, 7.72898,1
10.1828, 1.32441,0
9.51335, 5.8342,1
10.1657, 13.6819,3
3.99204, 13.0274,2
5.14124, 13.8853,2
10.068, 1.80643,0
9.50134, 7.82653,1
11.7943, 10.2527,3
7.10035, 10.332,1
1.10869, 10.9951,2
8.50494, 4.86429,1
3.77361, 13.3032,2
12.0869, 0.76156,0
16.2833, 10.8337,3
2.36649, 12.7304,2
2.77655, 12.3598,2
2.36114, 11.9788,2
0.59147, 11.3291,2
10.7777, 7.41764,1
12.0764, 2.64646,0
11.1728, 1.51391,0
4.48942, 14.785,2
9.16297, 7.56173,1
11.4844, 8.64987,1
3.52326, 13.8835,2
9.91341, 12.0123,3
11.2332, 0.579943,0
2.86916, 14.0019,2
3.18858, 13.5544,2
10.6353, 8.36064,1
9.52839, 9.76457,1
-1.1618, 11.1906,2
10.3851, 7.02017,1
11.2754, 9.03703,1
3.06795, 14.1282,2
10.7688, 1.58764,0
12.3919, 7.90509,1
2.58788, 13.4149,2
9.78094, -0.415472,0
9.49628, 7.5864,1
9.07466, -0.829772,0
13.8913, 13.7189,3
11.556, 9.64165,1
10.3727, 0.528111,0
10.8268, 8.19277,1
10.7183, -2.09331,0
2.05759, 14.1495,2
3.2774, 12.2233,2
12.9816, 12.5139,3
1.77584, 13.0533,2
9.05119, 5.83535,1
8.45346, 10.8443,1
1.41371, 10.0653,2
-0.236166, 10.5004,2
10.2256, 5.87695,1
11.2637, 8.67353,1
2.43279, 11.3372,2
10.742, 6.8985,1
2.90673, 13.6282,2
14.3596, 10.3819,3
4.36162, 12.1035,2
10.3584, -0.133539,0
12.4977, 12.815,3
11.0817, 9.92598,1
9.12839, 9.82528,1
10.1409, 6.34773,1
1.79272, 11.8287,2
3.46179, 13.3784,2
-0.651746, 9.99415,2
1.27835, 14.5025,2
3.65883, 12.8251,2
3.09281, 13.7147,2
10.5084, 11.9292,3
12.2592, 3.19358,0
3.29226, 14.1959,2
11.667, 8.85714,1
11.3769, 2.29533,0
11.0864, 7.33725,1
3.51779, 13.0777,2
3.65831, 12.6314,2
8.66723, 7.56179,1
11.3551, 1.49794,0
5.26846, 13.5935,2
14.0744, 13.9436,3
10.798, 1.2811,0
3.34964, 13.5527,2
3.16464, 13.2803,2
9.59179, 5.86747,1
-0.0203841, 9.30157,2
13.8253, 10.2284,3
11.5754, 9.07382,1
12.7431, 2.53353,0
10.5645, 2.55831,0
4.09152, 14.4613,2
2.36801, 12.2658,2
10.5003, 14.8256,3
9.01488, 11.2607,3
3.62315, 14.6106,2
13.8318, 12.5158,3
1.05332, 11.0102,2
8.99571, 7.06809,1
10.6441, 1.30531,0
10.8962, 9.03347,1
2.71955, 11.6805,2
-0.193761, 10.5098,2
10.0633, -0.300942,0
11.2058, 15.2124,3
3.55161, 13.8307,2
13.1573, 11.1076,3
10.3126, 14.6518,3
9.83442, 2.67258,0
10.5185, 8.95837,1
12.7439, 13.1175,3
12.0384, 6.87174,1
0.672176, 14.2706,2
10.9381, 10.6253,3
4.65551, 13.2631,2
11.2079, 0.949925,0
11.0779, 10.0469,1
2.76043, 9.6036,2
10.3394, -1.91729,0
3.70604, 12.5765,2
9.21434, -1.62281,0
4.00922, 14.0361,2
2.47753, 13.2663,2
10.4061, 6.96937,1
10.2187, -1.01233,0
4.15453, 13.9019,2
4.82856, 14.6617,2
11.6987, 10.2246,3
8.91581, 7.61013,1
9.33293, 0.216282,0
12.1995, 2.17579,0
0.987709, 15.4201,2
2.34961, 8.1813,2
9.0688, 8.75757,1
11.6902, 15.4628,3
3.31861, 14.2222,2
3.67337, 10.9159,2
1.84775, 14.2844,2
14.2799, 11.0509,3
3.97319, 13.9819,2
9.56408, -0.19858,0
11.8088, 10.7525,3
10.5907, 9.12692,1
4.77879, 13.1821,2
3.07153, 12.3322,2
7.46969, -1.72481,0
12.3822, 12.1531,3
1.70213, 9.74709,2
2.24008, 14.5383,2
11.5241, 1.37595,0
2.26452, 11.5997,2
9.66915, 8.56303,1
4.23151, 12.723,2
11.0842, 11.9768,3
11.5964, 0.789817,0
10.6533, 7.54407,1
10.2203, 16.0826,3
2.74926, 9.56536,2
11.1234, 0.376497,0
2.60182, 12.3381,2
10.6492, 8.72183,1
2.6822, 13.4739,2
8.95274, -0.292366,0
3.76226, 13.5933,2
2.85729, 13.2727,2
1.79377, 14.1553,2
3.04006, 12.0315,2
11.365, 3.33673,0
3.48639, 14.1895,2
12.2323, 6.89768,1
2.90693, 13.759,2
11.3037, 7.57314,1
12.3727, 7.71917,1
10.8276, 16.4539,3
11.058, 9.30253,1
4.16603, 14.7213,2
8.21378, 10.6341,1
10.7173, 2.39279,0
1.93905, 12.524,2
2.93311, 13.7129,2
9.31303, -0.704002,0
-0.458592, 10.4512,2
9.40068, -0.391681,0
2.75985, 13.6998,2
9.79477, 1.57936,0
4.43098, 9.40914,2
11.1949, 9.64585,1
9.33675, 6.41322,1
4.02329, 13.1059,2
4.06855, 14.1225,2
3.1493, 13.3952,2
-0.253529, 12.6573,2
0.258611, 10.8483,2
1.74694, 10.6245,2
9.86764, 12.7793,3
0.468256, 10.7236,2
14.5285, 12.8249,3
10.0395, 8.30714,1
10.7845, 9.75374,1
11.1638, 7.78761,1
-0.155724, 11.2886,2
10.7973, 10.1178,1
9.27371, 0.301376,0
0.328531, 10.3905,2
10.1262, 3.5344,0
9.66307, 9.44646,1
2.90363, 13.0756,2
4.51077, 14.7584,2
3.3385, 12.6596,2
3.56641, 13.9352,2
3.30736, 13.4385,2
12.1445, 13.3523,3
11.0302, 13.7472,3
9.19624, 7.4639,1
10.5507, 0.811141,0
10.6214, -1.85824,0
11.6906, 7.71001,1
9.63021, 11.8761,3
9.67007, 9.56882,1
13.1199, 8.84222,1
12.9905, 9.74679,1
11.8566, 2.09066,0
6.59459, 10.6448,2
4.46435, 14.8659,2
11.6901, 9.15583,1
1.28758, 10.5855,2
11.7279, 6.92517,1
3.02141, 12.2035,2
10.8471, 10.6695,3
10.4503, 12.1408,3
3.51834, 13.8401,2
10.8145, 12.8809,3
3.29308, 10.1829,2
8.83143, 4.19385,1
2.86174, 14.1189,2
14.3155, 2.70004,0
2.49016, 13.7898,2
11.2313, 8.95124,1
4.37501, 13.5114,2
16.262, 10.3755,3
10.3172, 7.02652,1
9.20038, 1.75578,0
2.58338, 13.5539,2
11.2343, 1.30142,0
11.446, 7.61681,1
11.6451, -1.03561,0
10.0838, 13.2413,3
12.1514, -0.305684,0
9.45093, 7.72237,1
10.0701, -0.261785,0
10.0474, 7.89748,1
2.88236, 10.3067,2
11.1184, 0.449518,0
10.2358, -0.392419,0
8.15629, 7.054,1
8.77789, 10.4346,1
5.43039, 15.5434,2
10.2231, 7.65354,1
11.1551, 8.5221,1
11.4301, 0.771852,0
9.24474, 5.26433,1
3.38539, 14.2992,2
2.77979, 13.3655,2
0.701627, 11.2666,2
1.23906, 12.0425,2
10.91, 7.49604,1
10.8667, -0.263913,0
3.82475, 14.2739,2
12.8153, 10.6065,3
2.61726, 15.5796,2
12.6212, 8.63421,1
10.4437, 0.538207,0
3.49305, 13.7944,2
12.5142, 11.3133,3
10.6246, 14.212,3
4.33912, 13.0611,2
5.68661, 14.3622,2
12.0992, 13.3388,3
0.152683, 11.8648,2
10.2656, -1.49483,0
8.81455, 9.39293,1
3.53762, 14.0114,2
13.5077, 13.1909,3
9.326, 0.117438,0
12.3604, 11.4769,3
12.8314, 14.3379,3
12.4201, 7.10095,1
0.186394, 10.5963,2
9.0726, 0.629817,0
2.49592, 12.5502,2
9.96808, 11.3315,3
3.17342, 13.6363,2
11.0751, 8.21887,1
5.38353, 15.4405,2
10.9325, -1.39248,0
7.29548, 9.69981,1
13.4836, 11.322,3
9.91425, 7.46067,1
14.1297, 11.706,3
11.477, -0.17162,0
11.4234, 2.41618,0
0.0729966, 9.20929,2
2.26485, 14.7473,2
9.68034, 14.5902,3
12.1373, 2.98478,0
11.0445, 8.3676,1
-0.983928, 10.228,2
12.4739, 12.1343,3
8.97785, 9.98676,1
3.36221, 14.1643,2
3.22518, 13.1427,2
12.4239, 14.9768,3
4.27068, 13.7053,2
13.0899, 14.2118,3
5.01217, 14.8806,2
12.3369, 7.82991,1
10.375, -1.38355,0
2.89043, 10.4603,2
3.24249, 13.566,2
11.9581, 16.3643,3
1.33584, 10.8184,2
0.979722, 11.7626,2
0.523692, 12.4979,2
1.40167, 12.3692,2
12.0773, 15.9335,3
1.82648, 11.2054,2
3.58832, 14.6833,2
3.3323, 13.4105,2
12.0228, -0.550067,0
0.600231, 8.68168,2
10.3492, 7.0321,1
3.21611, 14.1967,2
4.82462, 14.5195,2
1.89029, 13.1849,2
2.72635, 11.9756,2
10.7402, 17.1295,3
3.09254, 12.7793,2
3.29023, 14.7882,2
10.0998, 12.9916,3
14.1894, 9.42197,1
3.02032, 13.3383,2
7.1095, 11.1212,2
4.00392, 13.631,2
10.3173, 2.09396,0
12.424, 8.31932,1
2.8374, 14.6249,2
9.8365, 5.7565,1
2.60204, 8.9596,2
11.8154, 7.22006,1
10.3172, -1.32389,0
9.2087, 13.2891,3
13.3562, 12.1728,3
10.1764, 0.285513,0
11.6249, -2.79834,0
11.0855, 14.2931,3
6.62027, 13.9692,2
8.60553, 13.034,3
10.7885, 8.70756,1
10.0835, 8.74843,1
1.08183, 9.14272,2
1.82711, 10.5541,2
14.7374, 13.18,3
11.9829, -0.751747,0
1.53695, 10.1554,2
2.08444, 9.03032,2
9.84846, 5.1867,1
2.89393, 14.6387,2
9.7413, 0.196248,0
14.7397, 9.84721,3
13.3355, -0.570446,0
4.475, 13.6041,2
11.6668, 14.565,3
4.90844, 15.4525,2
3.80451, 12.5298,2
11.0257, -0.44318,0
13.9849, 10.1479,3
1.91815, 9.91914,2
1.66566, 13.6792,2
15.9172, 14.4714,3
8.53976, -0.903287,0
11.2237, 12.2448,3
9.50009, 0.272928,0
11.4774, 9.10759,1
12.2225, 14.1617,3
13.2637, 10.8461,3
12.4366, 7.87204,1
10.2393, 5.29376,1
9.6519, -1.09869,0
8.15812, 7.66258,1
3.77042, 10.3543,2
2.08292, 10.0647,2
11.587, 1.54749,0
9.02174, 14.8444,3
1.83444, 10.3788,2
11.8951, 13.2601,3
9.02488, -2.49717,0
2.53968, 11.2873,2
10.5775, 10.991,3
14.511, 13.313,3
4.17532, 14.4847,2
9.97109, 7.47021,1
14.2301, 14.1456,3
13.3231, 1.59795,0
10.9917, 0.622014,0
10.5246, 4.64657,1
9.649, 7.80148,1
10.0026, 0.67133,0
11.3723, 14.5723,3
8.85188, 12.6415,3
12.358, 0.745247,0
13.4446, 1.90713,0
10.9501, 7.74828,1
11.3275, 7.31651,1
12.0409, 11.0342,3
6.94227, 13.9195,2
1.62864, 11.757,2
0.03037, 9.30652,2
0.922507, 10.2769,2
10.0378, 6.3164,1
9.22715, 0.507134,0
1.97163, 13.5048,2
2.19051, 13.1307,2
9.57623, 6.93383,1
2.77783, 14.3729,2
3.14388, 13.9267,2
1.43529, 11.7866,2
11.3307, -1.84829,0
12.2757, 9.87589,1
4.15518, 14.764,2
11.4993, 2.04382,0
1.08888, 10.9239,2
11.3018, 8.21344,1
3.07974, 14.8214,2
11.8143, 10.3505,3
11.4254, 5.95242,1
9.70558, 14.2777,3
11.0864, 2.26619,0
14.0777, 12.8671,3
10.6024, 3.75492,0
3.82611, 15.2083,2
12.2236, 1.60325,0
0.0904959, 11.8317,2
5.99314, 15.4022,2
1.03322, 9.8411,2
10.0114, 0.0796566,0
14.8658, 14.2418,3
14.7783, 12.8313,3
11.8438, 12.2268,3
11.6172, 8.00861,1
4.73549, 13.9477,2
14.7925, 15.7784,3
10.3402, 1.46936,0
3.51437, 13.8768,2
11.2729, 0.910841,0
11.4109, 11.3477,3
3.51177, 12.9475,2
12.0026, 1.66913,0
8.87329, 14.6066,3
9.52887, 1.99637,0
10.3587, 1.66083,0
10.1592, -0.138567,0
11.0419, 13.7049,3
11.0406, 0.680872,0
1.6465, 11.3824,2
10.5682, -1.0613,0
12.0111, 12.642,3
9.52728, 6.23508,1
9.42525, -1.59057,0
0.592398, 13.1737,2
3.0256, 12.1979,2
10.7039, 7.81629,1
4.70686, 13.8503,2
9.7903, 11.0159,3
7.87355, -2.0218,0
2.8671, 11.4698,2
9.60508, 1.25882,0
7.18691, 6.52478,1
1.56819, 12.4357,2
12.2988, 1.10733,0
1.66905, 12.3447,2
1.503, 12.4982,2
11.3216, 12.3314,3
8.64303, 3.84639,0
9.18539, -1.39574,0
9.30338, 4.77294,1
9.74949, 5.55196,1
9.29186, 4.6988,1
-1.87852, 11.5999,2
3.06195, 14.1802,2
0.207405, 11.8096,2
12.5337, 11.4098,3
9.80486, -1.98892,0
11.819, 0.644809,0
-0.51875, 8.90906,2
2.01928, 13.7861,2
10.9474, 12.77,3
11.0483, -0.226234,0
3.75734, 14.217,2
3.68685, 13.3893,2
14.0174, 14.8532,3
10.5491, 12.9438,3
10.3879, 0.810085,0
2.21477, 13.6042,2
11.6389, 2.97263,0
9.51601, -0.0194963,0
12.1681, 0.289462,0
14.8871, 11.8286,3
10.1634, 10.5395,1
10.6024, 2.20363,0
11.9114, 11.6218,3
10.7949, 6.72857,1
3.64562, 12.873,2
10.1786, 12.8888,3
13.0637, 11.6162,3
11.0724, 13.9823,3
4.34061, 13.624,2
1.25612, 14.1989,2
14.6405, 10.7036,3
2.20773, 12.8671,2
8.91358, 5.06277,1
8.99936, 5.73545,1
12.665, 13.6318,3
3.89272, 13.3215,2
3.35345, 10.3642,2
3.78872, 13.2399,2
0.294863, 7.80687,2
11.3499, 8.1821,1
9.12751, 12.9816,3
9.90917, 2.09296,0
11.3062, 2.00864,0
2.5987, 12.6063,2
10.3295, 8.77864,1
0.104481, 10.3894,2
3.49083, 12.6023,2
3.61442, 12.0571,2
10.2967, 7.20294,1
5.98954, 15.9618,2
5.10229, 14.9975,2
3.23789, 13.7738,2
10.804, -0.272515,0
10.1073, -0.118016,0
14.2655, 12.3947,3
11.9293, 11.7991,3
2.80404, 14.1316,2
1.39102, 11.362,2
11.9871, 10.9589,3
-0.396085, 9.21887,2
11.4572, 0.588531,0
9.54798, 16.0662,3
11.3168, 8.88638,1
9.98566, 7.59126,1
-0.405823, 10.5143,2
10.3527, 12.9159,3
1.76033, 11.6164,2
10.7339, 2.76988,0
4.93667, 15.222,2
4.53012, 14.5869,2
11.6086, -1.11809,0
10.8336, 7.37564,1
11.4365, -0.799449,0
12.2843, 9.14962,1
11.8343, 9.80018,1
4.55432, 13.0209,2
12.2088, 8.93684,1
1.63315, 10.7202,2
10.6993, 16.1717,3
9.8163, 8.20978,1
3.42025, 14.5975,2
10.9822, 1.02823,0
2.38965, 11.7359,2
8.83998, 10.6027,1
12.7665, 12.0924,3
11.505, 0.93869,0
9.49546, 5.19893,1
11.5672, 11.1944,3
10.388, 7.79822,1
4.4288, 14.0204,2
11.4068, 0.123812,0
11.6473, 0.391592,0
8.42396, 0.550561,0
11.0721, 2.09271,0
9.47747, 1.0469,0
8.84642, 4.76846,1
8.71399, 5.23896,1
4.25105, 13.5781,2
10.7061, 12.422,3
11.9595, -0.422744,0
0.22379, 9.91359,2
3.69078, 13.6025,2
2.51269, 12.5603,2
11.7932, 12.7045,3
8.98775, 14.2919,3
3.60669, 15.1275,2
3.36196, 13.6093,2
3.04, 13.2,2
1.90166, 10.5828,2
2.3562, 12.7389,2
1.86664, 12.3,2
3.86059, 12.701,2
3.36234, 11.6081,2
12.1713, 10.8587,3
4.04608, 13.9068,2
3.94548, 14.4406,2
10.7433, 16.9605,3
2.86307, 13.1942,2
11.1776, 1.44449,0
9.41058, 2.24686,0
2.62075, 13.5458,2
5.08424, 14.6033,2
12.5283, 8.65496,1
3.60816, 13.994,2
9.31682, -0.324097,0
9.51793, 0.148066,0
3.98307, 12.1824,2
13.4533, 10.6875,3
9.80399, -2.65231,0
9.48438, 8.64653,1
9.5841, -1.6165,0
8.42104, 8.09448,1
9.39411, 10.3327,1
12.8752, 8.34192,1
4.81762, 14.3693,2
11.2391, 10.0165,1
11.4764, 1.09236,0
4.13669, 14.1424,2
10.927, 13.69,3
11.9713, 13.482,3
11.9799, 8.66925,1
8.67208, 3.25502,0
2.95904, 15.1359,2
0.234102, 12.5932,2
3.26076, 13.7017,2
11.6257, -0.179315,0
5.28278, 13.7309,2
3.03573, 9.54796,2
11.5761, 1.63491,0
2.36574, 11.9292,2
9.58213, 8.05758,1
2.20669, 10.875,2
9.31734, 13.155,3
4.54092, 14.5608,2
2.45827, 13.1163,2
9.84497, 0.323613,0
8.82973, 7.17187,1
10.6386, 8.16016,1
11.6569, 10.7085,3
4.24636, 13.6633,2
1.29861, 11.994,2
16.1625, 14.3149,3
12.4205, 11.32,3
3.04436, 14.5243,2
