x0,x1,x2,cluster
4.46288, 1.92015, 7.78703,0
16.2744, 3.56046, 6.81803,2
2.246, 2.87235, -10.7206,1
4.16763, 10.6724, 10.7026,3
1.37431, 9.1227, 9.08611,3
13.1396, 3.69637, 12.0581,2
15.9767, 0.857787, 4.48657,2
2.61801, 2.30498, 10.2717,0
1.76318, 8.47083, 8.09141,3
5.45116, 10.5556, 10.6276,3
9.44316, 4.23405, 5.66391,2
2.25255, 2.12318, 8.67516,0
9.05938, 4.18793, 4.81037,2
8.39745, 11.5552, 13.7558,3
3.13634, 8.27055, 8.28575,3
6.79685, 10.0795, 14.5636,3
3.86327, 10.7301, 10.1437,3
1.13437, 9.94582, 11.967,3
7.54384, 9.61286, 12.9207,3
1.56376, -0.993722, 4.37706,0
12.3938, 7.13208, 4.39674,2
4.83196, 11.0906, 9.64029,3
0.878541, 7.73758, 9.30952,0
10.1594, 5.06629, 8.57125,2
14.6505, 5.41594, 9.41693,2
1.24033, 18.5718, -0.875792,1
11.918, 2.20573, 2.80661,2
7.6904, 10.3896, 13.4809,3
1.98846, 2.54169, 7.61967,0
7.20737, 17.0776, 4.92722,3
2.90146, 0.983191, 8.41908,0
5.64198, 12.7568, 9.1946,3
8.27684, 10.9094, 13.5757,3
17.1282, 5.05988, 8.57767,2
9.69758, 12.5921, 16.1724,3
9.01337, 1.75462, 6.8838,0
12.783, 19.1799, 14.3941,3
2.0948, 2.16311, 7.07458,0
6.14098, 11.2707, 8.57165,3
4.47766, 9.91306, 9.35407,3
14.5114, 2.77409, 7.90322,2
2.85576, 9.01746, 9.67685,3
18.316, 11.1711, 13.8028,2
4.87392, 11.9122, 11.6246,3
-5.19431, 3.21527, -5.86757,1
-0.105517, 2.90654, 6.52756,0
3.65793, 3.01155, 7.11755,0
16.4813, 4.61939, 7.932,2
11.1847, 1.77288, 9.15082,2
2.99309, 1.55674, 6.00275,0
1.75506, 1.60668, 6.68077,0
4.86607, 9.74372, 11.2412,3
7.67976, 12.3248, 13.6321,3
15.8668, 8.37332, 7.87924,2
3.87845, 10.2898, 11.5408,3
2.55103, 2.61796, 7.27854,0
3.8241, 8.19924, 9.872,3
2.00051, 8.95962, 9.77189,3
3.08597, 3.03274, 8.93092,0
2.76245, 1.34663, 8.87701,0
1.03501, 0.231691, 5.63285,0
2.38384, 10.889, 9.82641,3
3.73923, 1.46511, 9.25756,0
12.0177, 6.92459, 7.11973,2
16.6463, 7.00114, 9.01964,2
3.06453, 10.2376, 10.9081,3
17.265, 7.41095, 14.2453,2
-0.0697241, 10.6561, 5.58207,1
7.78495, 10.0025, 13.2431,3
3.40829, 8.87919, 9.61232,3
3.83494, 2.84208, 7.26498,0
-2.48957, 11.0657, 15.7336,3
2.68487, 3.24105, 7.21249,0
7.05839, 11.1761, 12.783,3
9.16996, 10.4093, 16.0846,3
3.42187, 2.57447, 8.13854,0
5.55118, 7.93583, 12.3749,3
5.27063, 12.2075, 8.78528,3
12.5434, 6.29756, 6.94646,2
6.5769, 11.2389, 13.5825,3
2.55695, 9.29454, 7.14389,3
9.54519, 12.0569, 13.5833,3
21.3204, 11.7936, 15.602,2
11.2496, 13.8428, 7.98418,3
14.896, 4.8297, 7.14534,2
3.17974, 1.58088, 6.67183,0
2.25093, 9.74925, 9.04248,3
10.4975, 11.4508, 11.6019,3
7.1451, 10.7887, 12.9323,3
7.05919, 9.79802, 13.5954,3
12.2776, -1.12626, 2.28485,2
3.39958, 3.15667, 8.94973,0
7.32525, 10.7934, 13.2861,3
7.34363, 11.5195, 11.9084,3
7.23135, 8.97327, 11.3781,3
18.4244, 5.06208, 11.5151,2
5.4536, 10.4301, 9.16129,3
7.95957, 12.0882, 15.1808,3
18.5841, 7.09597, 12.6355,2
2.45947, 9.95535, 9.13274,3
2.9073, -0.940469, 6.00173,0
4.7901, 10.6199, 8.28182,3
13.6975, 5.9607, 7.35146,2
4.03642, 10.6419, 10.3296,3
6.34847, 9.0128, 11.5081,3
7.96509, 11.0349, 14.8616,3
2.334, 11.8441, 17.0135,3
6.99519, 8.17408, 11.8041,3
8.21476, 4.83311, 9.1852,2
13.1826, 6.21645, 10.3306,2
12.6747, 4.7826, 12.1638,2
6.50367, 9.76082, 9.10038,3
9.87541, 8.41455, 4.51715,2
2.02031, 10.0712, 8.95537,3
20.9346, 9.43418, 13.239,2
4.76903, 5.68398, 6.47597,0
14.1208, 6.747, 9.7167,2
0.968198, 1.6517, 7.7447,0
14.68, 5.04805, 8.61229,2
18.8322, 10.2239, 11.8032,2
-0.0489534, 7.06959, -0.324207,1
12.6464, 0.781659, 8.22586,2
2.46715, 2.46992, 7.88362,0
15.5024, 6.99117, 8.65084,2
8.39308, 11.2209, 12.3278,3
6.21129, 12.0388, 12.5674,3
17.767, 3.73316, 10.8303,2
8.30195, 9.99075, 14.0132,3
2.80321, 1.37151, 7.58537,0
2.94249, 1.52297, 6.66086,0
4.78766, 12.3534, 9.80964,3
2.27212, 7.08636, 1.99876,1
3.28518, 1.30758, 7.64487,0
14.7899, 5.99115, 8.31223,2
4.60543, 9.51643, 10.9898,3
17.0658, 10.5955, 11.2331,2
5.66962, 11.4432, 10.384,3
12.1094, 6.33876, 7.16661,2
6.94536, 11.8149, 13.882,3
3.8892, 11.3235, 9.70325,3
2.98599, 3.78433, 9.30715,0
15.9904, 7.18296, 9.84861,2
7.57223, 11.2524, 14.3226,3
3.38803, 8.49007, 9.41734,3
3.978, 11.1722, 10.5356,3
7.57, 9.8847, 11.1102,3
7.97454, 11.8271, 14.626,3
3.70069, 7.36479, 7.93751,0
1.63363, 2.13595, 7.84407,0
0.995923, 1.8175, 6.96511,0
5.39012, 11.1087, 9.01631,3
3.63128, 6.1381, 1.96241,0
0.955777, 12.7248, 7.16291,3
6.63763, 9.8518, 12.2148,3
4.39307, 10.6791, 9.56768,3
14.0794, 4.2251, 6.35166,2
2.87893, 10.1419, 9.60865,3
-0.761446, -0.140844, -2.75697,1
10.0755, 3.78756, 5.49178,2
14.539, 4.92298, 13.2358,2
4.4174, 10.812, 7.77207,3
11.9229, 11.6491, 6.23162,2
4.55725, 11.5009, 8.7745,3
3.31445, 9.79314, 10.8854,3
2.87393, 7.05853, 2.13635,1
-0.883217, 11.5096, 3.58045,1
9.65073, 9.31792, 15.0954,3
2.33507, 8.48668, 8.61957,3
13.7285, 1.56975, 6.36553,2
6.31698, 10.8593, 11.079,3
-0.487418, 3.02992, -10.7703,1
7.43082, 11.5902, 13.1808,3
2.64769, 10.1003, 9.8315,3
8.04839, 8.706, 15.658,3
-5.21983, 10.5658, -0.746147,1
1.64556, 7.72333, 9.19157,3
1.39493, 1.2182, 9.48792,0
7.87692, 9.5692, -4.182,1
4.88633, 10.6961, 9.9981,3
10.3462, 12.734, 15.1,3
8.88617, 12.7594, 15.9229,3
8.38306, 9.11104, 11.9063,3
5.58146, 11.0416, 12.3887,3
14.3635, 4.56182, 11.5074,2
7.83652, 10.0407, 12.9002,3
3.26911, 3.43881, 10.1348,0
6.16143, 10.9815, 13.0236,3
2.19448, 1.47404, 7.25828,0
13.9769, 3.83524, 10.9467,2
8.31145, 10.8738, 15.409,3
2.07202, 1.63083, 8.28353,0
16.0957, 5.78698, 10.3001,2
6.06166, 12.3811, 9.42088,3
6.41948, 11.6352, 11.5519,3
5.78732, 17.4917, 10.5317,3
5.07532, 10.4158, 10.2299,3
5.37354, 8.97014, 0.326258,1
5.64943, 11.2045, 10.7951,3
-3.43437, 4.33059, -3.41906,1
6.43831, 9.16215, 12.9314,3
6.63017, 15.3225, 13.4039,3
4.33939, 10.6901, 8.044,3
17.6992, 3.31452, 9.67712,2
5.11285, 9.64412, 8.54557,3
8.22815, 12.2719, 15.2732,3
4.06284, 4.97538, 1.3769,0
15.9639, 3.80795, 9.20196,2
6.8589, 10.289, 13.1482,3
2.88036, 2.28996, 5.47626,0
9.41114, 12.6053, 15.9338,3
0.978253, 0.376544, 6.87481,0
6.26196, 11.9749, 12.1364,3
2.93027, 1.66959, 14.5009,0
3.16727, 9.14837, 9.01137,3
5.29163, 21.8637, 17.8963,3
-0.50497, 15.7016, 2.75661,1
3.10422, 0.815545, 4.83626,0
2.98027, 10.3602, 9.40718,3
6.89419, 10.8779, 13.7263,3
11.3968, 3.62982, 6.60504,2
2.06738, 1.01085, 6.69393,0
0.952822, 0.160581, 5.97831,0
6.81036, 11.8688, 12.0107,3
4.40208, 0.929424, 4.07196,0
4.60972, 12.7666, 10.3266,3
7.31079, 10.2626, 10.1715,3
3.50944, 1.28281, 7.64388,0
1.49092, 1.32051, 5.4999,0
2.14127, 8.16924, 10.013,3
18.2578, 9.50664, 11.0321,2
2.47294, 1.40761, 8.53131,0
4.36354, 3.2235, 9.19651,0
1.20158, 0.845516, 6.68083,0
4.2923, 9.50666, 10.1586,3
5.0845, 8.60838, 11.2122,3
0.571923, 6.31494, 9.40507,0
6.74436, 9.62465, 12.8506,3
8.52612, 24.5516, 14.8601,3
7.32986, 11.1126, 9.69271,3
4.38844, 11.8155, 4.58055,3
2.37214, 7.42199, 9.76557,3
1.75424, 9.23518, 8.97364,3
4.53965, 10.8839, 10.6199,3
2.00798, 1.0339, 7.15933,0
13.0082, 10.2748, 4.10854,2
3.85393, 2.17351, 9.01651,0
1.39632, 3.23503, 8.68092,0
3.3962, 8.35475, 9.65236,3
-6.99385, 3.50873, -6.59206,1
5.65482, 18.1171, 4.40149,3
-0.294197, 1.37492, -0.326492,0
11.7428, 1.88587, 5.13778,2
4.85631, 9.57162, 10.4462,3
2.15144, 0.611268, 6.01061,0
2.87526, 8.71206, 8.56251,3
1.73945, 5.56355, 8.98859,0
2.70843, 1.49504, 8.25945,0
12.0496, 14.2334, 12.4132,3
1.32483, -0.850362, 4.54778,0
5.8696, 10.3111, 12.5773,3
7.29292, 10.0567, 13.7627,3
2.73358, 3.5799, 9.01243,0
2.10267, 3.20323, 6.24879,0
12.4443, 13.2103, 10.1041,3
10.6463, 12.8546, 15.0288,3
12.2736, 3.98676, 1.82261,2
4.91043, 11.1473, 8.65455,3
4.53676, 16.6052, 7.90125,3
1.34668, -0.280942, 6.4217,0
0.858067, 9.17369, -1.55325,1
2.40283, 8.72071, 9.59803,3
0.959876, -0.361718, 6.82116,0
14.8404, 7.17842, 11.716,2
0.340183, -1.13329, 6.37726,0
-4.83008, 7.5495, -1.99403,1
-2.63438, 9.72762, -4.64044,1
0.420462, 6.03355, -11.6275,1
7.93223, 11.8843, 12.4462,3
3.68426, 1.84845, 7.18045,0
4.29455, 14.8467, 2.78176,1
-0.754053, 14.4337, 7.27995,3
-2.85351, 1.94055, -6.74027,1
9.64076, 3.74727, 9.85799,2
2.26234, 0.503406, 6.77051,0
3.69866, 3.41641, 8.84997,0
4.42576, 0.503709, 7.84742,0
7.64963, 11.9707, 13.0749,3
18.6198, 5.27963, 13.6127,2
3.82558, 11.4558, 10.7129,3
15.1938, 3.40668, 5.0669,2
4.97279, 8.74767, 10.0386,3
4.83169, 10.8935, 10.28,3
3.96988, 3.66254, 7.58366,0
2.945, 1.65339, 8.64156,0
4.86187, 11.3683, 10.6028,3
6.76578, 8.6356, 14.1349,3
10.4782, 0.668471, 2.06674,2
4.98105, 10.3689, 10.2016,3
6.70553, 10.9412, 12.9166,3
2.84149, 1.82618, 7.04172,0
7.65354, 10.5378, 12.9668,3
5.86204, 10.2598, 10.2104,3
17.948, 6.42653, 8.97293,2
2.60631, 1.66676, 6.00609,0
0.543312, 22.974, 7.51588,3
14.6613, 5.76853, 10.4002,2
5.01553, 8.26258, 10.5976,3
1.15028, 13.5513, -4.58071,1
7.94029, 11.0009, 12.3597,3
4.36625, 9.55465, 10.6278,3
1.47837, 1.7458, 6.26847,0
-5.53644, 5.85356, 9.57243,0
1.87081, 1.76341, 7.64501,0
9.44356, 10.7246, 15.0432,3
7.52411, 7.78024, 11.9983,3
3.15156, 2.08602, 8.87961,0
5.72706, 9.97544, 11.7102,3
18.0881, 3.74398, 11.8941,2
0.56462, 2.10901, 7.45615,0
15.1023, 4.34929, 5.68726,2
1.77941, 8.28935, 9.79841,3
14.8118, 4.26219, 9.36678,2
-1.02081, 4.18515, 1.97691,0
-0.258515, 0.457333, 6.62574,0
8.08045, 10.6099, 13.7728,3
7.65064, 10.1248, 14.7934,3
9.85202, 12.5242, 15.7786,3
2.38315, 9.65076, -2.18162,1
10.7004, 12.9463, 15.0614,3
2.89992, 9.50283, 8.0268,3
2.0666, 9.3971, 7.03029,3
5.84351, 6.64007, -2.72318,1
1.6623, 2.28955, 7.32592,0
4.83411, 11.6112, 8.30842,3
6.22522, 7.75442, 11.8079,3
9.21061, 10.75, 14.9725,3
13.8022, 7.48787, 9.9502,2
6.23488, 8.72454, 7.37797,3
0.946622, 1.12825, 6.70418,0
4.30301, 9.43307, 11.8225,3
2.0215, 9.98079, 8.6091,3
1.66184, 2.34657, 7.61332,0
5.12543, 7.46094, 11.3487,3
6.75443, 12.1034, 12.1347,3
4.8724, 11.1367, 11.4555,3
10.1626, 1.13664, 4.21031,2
13.7366, 5.34685, 13.3994,2
1.62574, 3.30389, 10.3845,0
0.107321, 0.960595, 5.67343,0
14.0871, 5.69653, 5.86003,2
13.1045, 0.909808, 6.31557,2
5.92852, 3.92386, 9.44195,0
2.29572, 3.09038, 6.65263,0
5.53388, 11.5167, 10.1216,3
7.45702, 11.476, 13.6633,3
8.68737, 11.6772, 13.3674,3
15.5868, 6.42689, 6.52788,2
15.4904, 1.54664, 5.29811,2
0.160034, 5.09248, -2.52014,1
8.15739, 8.24854, 12.1951,3
3.29969, 7.75646, 9.87685,3
8.32342, 17.1707, 16.2005,3
3.44021, 8.3637, 7.05458,3
2.33412, 9.15639, 8.89801,3
11.5069, 4.34603, 7.65948,2
1.44568, 6.19358, 7.73838,0
15.9786, 3.62266, 7.95535,2
6.59217, 10.8801, 10.7588,3
1.8391, 2.52379, 6.42412,0
6.02469, 10.5269, 13.1976,3
4.62493, 1.25244, 8.43795,0
8.00102, 11.4441, 13.7023,3
-7.1967, 3.56481, -11.0077,1
7.43267, 13.9465, 10.4908,3
-6.35823, 5.81307, -4.83596,1
10.4299, 15.7439, 8.95112,3
2.27586, 14.2357, 16.8597,3
3.75429, 8.96679, 7.69541,3
0.646017, 2.41518, -7.45398,1
8.44615, 10.9789, 12.1944,3
11.4184, 6.64476, 6.50875,2
9.83527, 12.9271, 15.9889,3
7.33732, 10.7883, 9.63639,3
16.7066, 6.99391, 8.6675,2
2.07454, 8.55768, 8.81541,3
1.97485, 2.08327, 7.33002,0
1.82511, 8.51268, 10.9564,3
17.6803, 5.98351, 8.95731,2
8.39998, 10.1694, 15.1395,3
14.1908, 4.87665, 8.24641,2
-5.04853, 12.1999, -14.4788,1
10.9186, 4.3045, 4.61707,2
6.65861, 9.04606, 12.7021,3
1.79786, 0.76827, 7.65209,0
2.30135, 1.02166, 6.90436,0
3.06759, 2.46228, 8.82653,0
15.4079, 6.09921, 13.149,2
13.2832, 5.16329, 7.38671,2
3.32149, 9.13347, 9.98756,3
2.13383, 12.1501, -1.72462,1
13.4508, 6.22267, 10.7569,2
1.48534, 8.64999, 10.4085,3
8.42018, 11.938, 13.2565,3
2.99862, 1.94255, 6.53928,0
11.4659, 14.2224, 10.5779,3
12.2069, 3.97332, 9.34597,2
3.60107, 3.91368, 8.7314,0
18.6382, 8.50618, 12.9521,2
11.8707, 2.68388, 7.71173,2
4.09808, 9.42221, 8.11193,3
8.7412, 10.7542, 15.261,3
15.8573, 6.9021, 10.7912,2
14.3622, 3.3884, 10.8274,2
14.2669, 2.51476, 7.82786,2
6.11561, 10.6476, 11.125,3
12.393, 13.7488, 2.16348,2
6.1984, 9.1456, 12.7082,3
2.90634, 12.4086, 6.74537,3
15.2183, 4.67882, 7.79209,2
2.53536, 0.688036, 6.30232,0
2.87487, 1.8111, 7.61951,0
2.04757, 8.3153, 8.40749,3
8.94624, 11.632, 15.7625,3
12.6358, 6.17271, 6.83758,2
4.88648, 10.0563, 8.7143,3
1.66272, -0.245488, 5.55827,0
16.0761, 11.0472, 13.2635,2
7.56838, 10.0586, 13.4279,3
11.8507, 4.00033, 5.87556,2
2.58356, 2.89864, 8.63014,0
16.5707, 8.8132, 10.8044,2
3.30618, 2.2926, 9.83947,0
0.619708, -0.515039, 5.98981,0
13.6594, 6.90725, 8.77293,2
12.9183, 18.8961, 8.66543,3
8.87692, 11.2955, 13.0844,3
7.44153, 10.297, 13.2578,3
21.2434, 11.9749, 14.1988,2
7.12346, 9.10924, 12.1382,3
2.28727, 1.61585, 8.17372,0
3.65775, 2.16174, 8.53548,0
7.76944, 11.1168, 12.9142,3
11.9557, 3.38671, 5.42989,2
11.6703, 5.64927, 8.37473,2
0.0519831, -1.35892, 4.35606,0
15.5823, 2.90322, 4.37261,2
0.356871, 0.268886, 4.98027,0
-0.397161, 10.8134, -3.93145,1
7.70313, 10.2297, 11.8593,3
11.0095, 0.536793, 3.94787,2
1.68124, 3.23069, 8.55537,0
-12.3819, 6.65493, -6.42035,1
19.4974, 6.6411, 9.76034,2
5.94003, 11.5714, 14.1122,3
8.32358, 11.0276, 15.2689,3
14.3359, 2.85602, 6.13774,2
16.4444, 8.50844, 9.45505,2
1.36206, -0.284469, 6.47844,0
4.06681, 2.2631, 9.06942,0
2.98938, 3.51944, 8.26155,0
6.24812, -0.395064, 3.56499,0
19.5396, 8.67919, 12.3938,2
-4.23709, 7.41346, 1.59848,1
-0.477178, 0.871657, 4.7902,0
4.72587, 10.3031, 9.04987,3
3.28434, 7.45535, 9.44551,3
10.3559, 2.46358, 12.7362,2
15.6291, 9.55288, 11.8703,2
14.6205, 5.97652, 11.66,2
10.2436, 12.1651, 12.407,3
5.31378, 9.71211, 9.35701,3
4.63661, 1.93836, 6.98843,0
-3.73822, 4.6802, 0.474115,1
11.2365, 14.7586, 17.6596,3
12.9248, 13.8836, -3.12688,1
3.7941, 10.1792, 9.24395,3
4.7945, 21.0509, 1.06297,1
13.2715, 7.47508, 10.3962,2
7.44169, 11.4295, 15.3234,3
1.33969, 1.20954, 6.18438,0
7.22565, 9.11255, 12.7787,3
2.12715, 9.37995, 8.70859,3
10.2337, 12.4729, 3.73265,3
8.53992, 14.3839, 7.35342,3
11.2565, 3.09867, 6.54149,2
8.6256, 11.1686, 13.2023,3
4.26538, 10.0538, 9.98064,3
4.99342, 11.0275, 10.0438,3
4.9584, 10.9144, 9.30173,3
11.441, 1.68407, 9.69732,2
2.46086, 11.871, 10.1067,3
18.5969, 2.8112, 13.8309,2
6.20269, 9.58965, 12.8724,3
3.25998, 9.13507, 9.27848,3
4.96527, 10.7905, 11.6523,3
3.6179, 3.10408, 9.08935,0
2.33844, 0.198999, 7.88077,0
15.6205, 7.51525, 9.64624,2
13.0492, 7.12967, 6.84844,2
8.96884, 12.7066, 15.1367,3
7.50987, 10.2772, 12.7814,3
8.86347, 11.5357, 13.8832,3
13.6128, 4.1826, 3.20671,2
9.11038, 3.01262, 7.34622,2
3.28188, 2.7767, 8.20598,0
8.61159, 10.8915, 14.7598,3
13.2524, 6.55098, 10.7766,2
11.5984, -0.298332, 3.47735,2
15.6602, 7.37023, 9.45681,2
10.7755, 11.6819, 11.5293,3
9.18187, 9.07779, 12.2518,3
9.53316, 8.18633, 3.61859,2
2.35718, 1.21856, 7.9433,0
6.92078, 10.4933, 11.4298,3
7.36871, 10.5897, 12.8045,3
5.24003, 12.7851, 10.5397,3
18.114, 7.05569, 12.7499,2
15.9898, 6.3906, 11.3172,2
18.1042, 6.31201, 11.7208,2
6.03954, 12.2048, 10.2376,3
1.97899, 1.94704, 7.83588,0
6.85886, 10.2178, 12.7414,3
3.45859, 2.8047, 7.92265,0
2.4049, 0.969968, 6.19757,0
1.95881, 1.1652, 7.48667,0
6.50874, 12.0852, 13.5999,3
5.03377, 11.1348, 9.56412,3
9.96009, -3.30208, 4.37133,0
5.01359, 11.3366, 11.3796,3
7.88926, 10.8559, 19.2498,3
15.6326, 8.87187, 8.33843,2
5.97841, 11.367, 14.4137,3
1.4284, 7.62546, 9.00772,0
5.21248, 9.36018, 3.51001,1
8.15833, 10.4983, 13.6525,3
7.16874, 11.2281, 12.5564,3
3.03896, 7.68368, 10.6854,3
6.68208, 10.6774, 14.5071,3
1.24733, 0.60042, 7.5333,0
2.4169, 16.4405, -0.964065,1
4.16629, 10.59, 10.2816,3
1.94074, 1.19684, 7.23888,0
15.0761, 3.71999, 9.85437,2
2.18928, 9.34885, 5.48612,3
4.55725, 2.14835, 8.3191,0
3.52253, 9.66309, 10.7712,3
2.40001, 1.57766, 8.56335,0
4.91726, 10.7449, 8.41385,3
14.1692, 4.91945, 10.0231,2
16.5333, 10.2961, 13.2589,2
12.2061, 8.25119, 8.1015,2
8.38224, 15.6054, 10.4027,3
3.37647, 2.21272, 7.9819,0
12.9955, 1.55282, 5.87211,2
10.2443, 11.5841, 15.6965,3
-6.36135, 10.169, -6.6726,1
3.17584, 11.3196, 10.0683,3
5.12552, 11.2914, 9.87812,3
1.68673, 4.71216, -7.37732,1
1.27161, 0.489405, 6.56953,0
9.55191, 3.22942, 5.71235,2
8.38218, 5.89608, 7.65396,2
18.4222, 7.71919, 9.84806,2
2.7387, 8.11992, 9.30378,3
2.21604, 9.17475, 11.4735,3
1.94448, 6.50922, 7.62264,0
2.34022, 11.1638, 7.3889,3
5.03585, 8.91251, 10.7951,3
0.600023, 6.72566, 9.8554,0
7.71007, 11.3249, 12.2151,3
13.2432, 6.24431, 12.0893,2
3.76155, 2.63825, 9.55226,0
6.3538, 12.0668, 11.7862,3
19.2911, 4.21012, 9.85494,2
2.63402, 2.56778, 7.61361,0
16.1353, 21.4948, 24.6503,3
6.67542, 10.5023, 13.6946,3
8.5933, 10.2549, 12.3198,3
3.38684, 10.2541, 11.4915,3
17.2535, 3.76879, 12.6223,2
18.2424, 8.67617, 10.3378,2
-0.372671, -0.0236056, 5.62372,0
3.55345, 2.43575, 8.80644,0
4.94922, 7.28383, 6.29091,0
9.90939, 4.9743, 12.347,2
4.16257, 11.4609, 7.71827,3
3.80114, 11.0545, 13.8305,3
8.93599, 11.7725, 13.8304,3
4.00599, 10.2953, 9.94296,3
4.01151, 19.2092, 12.2214,3
5.72801, 10.5613, 13.2529,3
2.90544, 2.58186, 8.53695,0
10.2298, 13.0882, 11.0901,3
17.4471, 5.34803, 12.6417,2
5.35693, 10.7913, 10.4902,3
2.28467, 2.05449, 8.41724,0
8.05561, 12.0702, 14.5754,3
14.505, 7.83828, 0.740475,2
7.3886, 10.9261, 15.158,3
1.2542, 1.18146, 7.01879,0
6.32214, 4.93921, 1.23089,0
-0.415175, -1.42072, 5.88302,0
4.47428, 8.61073, 9.823,3
9.10191, 10.6567, 13.0467,3
3.09397, 11.4945, 11.2004,3
6.43009, 9.4478, 12.5375,3
11.2424, 15.6715, 6.8375,3
8.35967, 10.6388, 14.4314,3
20.0388, 7.55916, 15.1088,2
6.88322, 10.9327, 14.1913,3
5.87178, 8.85817, 12.1454,3
2.04055, 7.08737, 9.57471,0
8.26993, 13.5198, 12.131,3
13.4285, 6.49791, 11.5746,2
9.41113, 12.4748, 14.9129,3
11.6758, 3.32313, 7.80578,2
3.57861, 9.4414, 9.67185,3
13.3964, 1.49237, 4.32958,2
2.81486, 2.50323, 6.05685,0
3.63238, 10.4398, 10.0522,3
5.79747, 8.99177, 10.4931,3
-1.42915, 13.9897, -7.39244,1
7.7052, -0.637591, 3.48333,0
5.30842, 3.10903, 4.03178,0
-1.33327, 15.2462, -0.0159201,1
2.66699, 2.67153, 8.41604,0
16.2267, 5.36347, 11.2635,2
-5.80851, 6.5454, 3.18236,1
1.68874, 1.04369, 7.82646,0
5.2145, 11.6584, 10.909,3
1.06366, 2.00498, 7.56145,0
14.956, 6.36569, 10.3367,2
8.4672, 10.9602, 15.0245,3
7.92341, 11.7202, 12.7698,3
0.0227904, 8.9353, 5.37553,0
-0.216234, -2.06792, 3.49595,0
0.430905, 9.0429, -4.98081,1
7.26904, 9.4588, 13.1217,3
3.42205, 9.86124, 12.0161,3
5.19854, 15.4447, 12.7601,3
2.874, 0.107417, 7.3075,0
3.91749, 10.27, 8.85429,3
0.328602, 7.56152, 4.88474,0
7.82442, 9.42633, 14.2309,3
-0.0283175, -0.822785, 7.04566,0
7.87495, 10.711, 11.616,3
3.35287, 2.04463, 7.09962,0
1.86319, 1.29957, 5.98454,0
15.2574, 7.50863, 8.90494,2
7.1503, 10.8893, 12.8042,3
6.95783, 11.2381, 12.9548,3
9.03479, 10.9317, 13.8293,3
2.20672, 1.15193, 5.23771,0
15.2978, 3.82378, 7.22467,2
4.08543, 9.33085, 8.19699,3
6.85098, 10.7659, 11.8323,3
7.60162, 11.7762, 14.6947,3
15.3702, 4.1698, 9.12263,2
0.2111, 7.83961, -0.365216,1
6.28441, 8.76562, 11.8044,3
3.27996, 3.51785, 7.47272,0
1.97963, 7.67021, 7.45101,0
13.1194, 8.18755, 11.0531,2
10.563, 3.4077, 7.23647,2
1.19747, 5.94043, 9.94158,0
2.49209, 2.60914, 7.89882,0
4.43188, -0.211002, 7.63687,0
7.41198, 10.2851, 12.5265,3
9.73835, 11.3737, 14.4062,3
6.25528, 9.84384, 9.05274,3
1.11173, -0.402096, 6.76041,0
12.8913, 3.69158, 7.3375,2
3.84974, 9.14564, 10.4489,3
1.31749, 12.4592, -1.73447,1
1.6824, 1.57015, 7.19597,0
2.79192, 8.8835, 9.07664,3
3.23642, 3.74157, 9.62893,0
9.71693, 18.3509, 13.2121,3
1.87163, 12.6564, 0.99735,1
1.24542, 0.202555, 5.09711,0
12.2077, 7.58313, 9.9403,2
5.748, 10.6261, 8.36446,3
10.5546, 14.1839, 10.8816,3
2.25705, 1.56396, 7.08695,0
6.5654, 9.69022, 12.1025,3
10.7542, 21.4593, 24.2997,3
3.13465, 11.5596, 10.4431,3
6.0678, 9.78395, 9.46845,3
3.80238, 4.83455, 10.0442,0
9.66049, 12.1453, 14.3738,3
5.29624, 6.21453, -0.830575,1
6.06263, 10.1865, 11.7062,3
6.28555, 8.53938, 12.2868,3
5.94133, 11.8152, 10.0825,3
0.00472373, 0.320718, 8.22394,0
-2.6608, 11.651, 5.57431,1
4.86501, 12.085, 10.6442,3
1.20344, 1.12796, 5.78336,0
13.1074, 4.29974, 8.97359,2
2.52401, -0.123079, 7.61889,0
2.09718, 1.77509, 8.25709,0
4.17727, 9.62079, 8.45912,3
13.8684, 4.72557, 6.03855,2
2.84505, 2.82083, 7.80978,0
6.24296, 8.4284, 13.7841,3
3.88027, 9.03087, 8.17677,3
3.91632, 9.60506, 10.6359,3
3.98535, 1.76742, 6.39042,0
18.4816, 6.76195, 14.0469,2
12.4384, 1.14118, 8.88763,2
2.04173, 0.65723, 6.06137,0
14.8397, 5.89936, 7.33459,2
15.9897, 5.63564, 9.16366,2
4.56727, 12.1262, 11.2037,3
16.18, 6.50243, 11.4069,2
3.41335, 19.0268, 7.96855,3
7.92798, 18.683, 8.24517,3
3.74254, 8.99586, 2.40177,1
-1.0322, 18.0723, 16.0805,3
2.01655, 2.06043, 7.87377,0
7.49477, 12.2037, 13.0316,3
15.3972, 3.37435, 8.71469,2
3.4841, 3.03195, 10.2211,0
7.72565, 8.42901, 12.5247,3
7.42794, 12.2642, 11.2114,3
2.69626, 2.22018, 12.1737,0
-1.3095, 9.19299, 10.3432,3
14.9488, 4.61046, 5.34152,2
1.38338, 1.23684, 7.05155,0
16.6582, 5.50907, 10.4729,2
1.24215, 0.735381, 7.44278,0
15.3173, 3.93444, 7.17445,2
5.97278, 5.35131, -6.55799,1
7.55291, 10.2935, 13.6934,3
15.0547, 6.56036, 5.90627,2
14.2793, 5.9913, 9.75735,2
4.32176, 9.29001, 9.23035,3
